name	length	MII_SRR17972798_Rep1_R1	MII_SRR17972799_Rep2_R1	MII_SRR17972800_Rep3_R1	MII_SRR17972801_Rep4_R1	MII_SRR17972802_Rep5_R1	MII_SRR17972803_Rep6_R1	MII_SRR17972804_Rep7_R1	MII_SRR17972805_Rep8_R1	MII_SRR17972806_Rep9_R1	MII_SRR17972807_Rep10_R1	MII_SRR17972808_Rep11_R1	MII_SRR17972809_Rep12_R1	MII_SRR17972810_Rep13_R1	MII_SRR17972811_Rep14_R1	MII_SRR17972812_Rep15_R1	MII_SRR17972813_Rep16_R1	MII_SRR17972826_Rep17_R1	MII_SRR17972827_Rep18_R1	MII_SRR17972828_Rep19_R1	MII_SRR17972856_Rep20_R1	MII_SRR17972857_Rep21_R1	MII_SRR17972858_Rep22_R1	MII_SRR17972859_Rep23_R1
ACYP2	1682	0	393	297	238	329	203	272	278	128	158	179	200	312	147	180	156	292	323	246	267	232	494	508
ADA	1774	2	713	2424	1245	1250	1287	1709	1256	1252	1318	1170	777	1332	1006	1614	1264	48	74	39	1560	1422	785	361
ADA2	2536	0	0	15	0	0	0	0	0	0	0	0	0	5	4	1	0	0	0	0	0	0	0	0
ADAD1	2327	1347	667	811	828	1052	617	937	719	1089	912	1315	1786	1503	1786	1750	2407	1214	1425	1332	1472	1927	1177	858
ADAD2	2191	127	930	734	1003	1290	1319	1838	577	671	676	686	471	680	871	495	1076	13	24	25	351	675	482	906
ADAL	4770	0	103	156	60	73	72	97	153	97	319	257	369	396	508	392	377	357	345	274	117	104	21	0
ADAM10	4897	0	9	153	20	28	51	19	38	10	128	100	101	36	94	9	40	1889	1935	1707	11	53	56	13
ADAM11	5110	846	184	108	434	252	186	132	85	401	149	217	106	91	252	124	215	1	8	7	173	237	95	15
ADAM12	3289	128	758	297	656	647	854	478	2002	920	1267	910	642	666	1394	663	1256	59	40	30	252	388	600	504
ADAM15	4031	0	0	0	0	33	0	31	29	1	16	0	20	54	20	25	2	1	0	0	1	0	0	0
ADAM17	4282	1	121	96	169	57	240	208	86	94	181	134	176	249	299	128	129	739	674	675	49	97	193	222
ADAM18	2377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ADAM19	6575	536	3385	2578	4624	3889	2901	2946	4978	4363	5869	5192	5165	4246	4387	2824	2429	657	968	1049	1694	2172	1720	1804
ADAM1A	2769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM1B	2590	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	7156	0	0	0	0	0	0	0	0	0	0	0	0	35	4	10	0	6	7	3	10	1	0	0
ADAM21	6649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM22	10218	0	0	5	0	0	16	0	0	0	0	0	0	3	9	19	6	12	16	17	9	0	0	31
ADAM2	2707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM23	6513	0	0	14	30	0	0	7	1	0	30	0	2	17	12	6	22	13	21	29	7	21	0	122
ADAM29	2545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM32	2465	0	0	1	16	8	6	0	6	0	0	2	0	10	0	9	4	7	2	6	5	5	49	25
ADAM33	4514	0	0	0	0	0	0	31	1	0	3	0	0	0	0	0	0	0	3	1	0	0	0	0
ADAM3A	2593	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
ADAM7	3551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM8	3432	0	105	0	0	0	0	0	0	0	0	0	2	3	10	0	4	0	1	1	0	4	0	0
ADAM9	4229	0	0	68	0	0	2	20	0	0	15	13	7	1	6	3	10	33	62	36	7	6	0	1
ADAMDEC1	6071	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	41	22	24	0	0	0	0
ADAMTS10	4765	0	13	7	11	0	27	16	29	0	49	5	0	0	10	20	17	0	0	0	0	0	2	0
ADAMTS12	8937	0	491	203	308	274	298	112	412	344	384	397	266	298	517	465	330	351	336	288	344	388	392	322
ADAMTS13	4755	0	0	34	0	0	0	21	7	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0
ADAMTS1	4259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	75	19	0	0	0	0
ADAMTS14	5469	1	1064	1020	1528	1894	1419	1601	1210	212	1368	1290	1142	331	627	378	318	6	20	10	135	150	480	581
ADAMTS15	3028	0	0	0	0	0	15	0	0	0	28	0	0	28	0	4	3	0	0	0	0	16	0	0
ADAMTS16	4891	0	0	302	68	0	107	6	24	44	96	95	67	2	38	54	37	3	3	11	26	30	96	9
ADAMTS17	6248	1	62	201	256	82	180	57	41	651	190	159	117	135	227	77	145	50	61	40	29	138	202	276
ADAMTS18	5596	15	1034	464	323	660	533	407	305	366	558	231	234	67	597	143	240	109	224	207	150	205	138	385
ADAMTS19	5156	20	9	2	47	0	36	0	6	0	6	15	61	6	28	31	20	17	28	13	22	11	15	2
ADAMTS20	6424	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	8	1	0	3	0	0
ADAMTS2	4572	0	178	0	313	242	75	85	260	0	66	11	246	6	83	15	53	3	6	0	0	29	4	73
ADAMTS3	5876	0	0	0	0	0	13	0	0	0	3	0	44	0	29	0	5	7	15	26	0	6	0	0
ADAMTS4	3697	0	756	1269	1354	609	1541	1216	954	646	1100	641	959	437	1336	267	594	21	49	44	281	240	450	1005
ADAMTS5	3760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS6	8434	0	0	27	19	0	1	0	0	0	0	7	9	0	8	0	2	31	36	8	6	8	0	0
ADAMTS7	5545	0	273	395	413	470	674	967	311	409	358	445	251	245	557	332	450	18	18	23	259	390	262	123
ADAMTS8	2700	0	0	0	0	0	33	0	0	0	0	0	0	1	1	0	0	0	0	0	2	3	0	0
ADAMTS9	7598	0	2	59	3	42	50	25	52	0	15	31	19	43	79	67	31	52	43	30	21	18	28	24
ADAMTSL1	8374	8	1253	1285	1618	1186	1634	1456	2103	628	2209	2070	1891	1409	1881	1085	1608	106	135	100	673	714	398	1041
ADAMTSL2	3717	0	0	0	8	0	5	10	5	104	27	0	11	6	24	10	13	0	0	0	16	17	0	0
ADAMTSL3	7183	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0
ADAMTSL4	4566	0	0	0	0	0	0	8	0	0	5	0	0	4	6	0	0	0	6	0	0	0	0	0
ADAMTSL5	4276	0	402	281	280	756	525	651	489	657	518	692	574	245	841	486	777	8	12	17	274	351	376	426
ADAP1	3617	2257	3205	2052	3493	4080	3866	3391	1267	2648	2899	2772	2055	1227	3625	1697	3455	110	174	180	973	1425	945	2724
ADAP2	1643	0	0	0	12	0	0	0	0	0	0	0	1	0	1	2	6	0	4	0	0	8	13	0
ADAR	7084	179	148	178	90	265	513	440	116	911	722	521	523	467	1727	99	364	211	350	218	113	184	137	571
ADARB1	6838	568	48	40	36	40	56	54	13	303	114	61	47	54	192	54	127	26	29	41	55	65	134	78
ADARB2	2205	0	0	0	0	0	0	0	0	0	11	0	5	0	0	0	0	0	0	0	3	0	0	0
ADAT1	9580	1	426	221	343	518	195	388	262	2	438	540	480	559	593	487	524	86	106	86	84	187	213	134
ADAT2	1584	486	82	196	91	262	31	123	43	199	33	113	95	263	158	389	177	303	341	326	148	123	151	48
ADCK1	2211	1424	1414	2593	2906	3303	3000	2550	3223	2283	1786	2367	1640	2045	1700	1559	2009	49	63	92	1248	1450	509	1022
ADCK2	2924	1027	1150	659	688	938	750	1189	789	935	749	939	611	583	567	442	419	38	46	58	425	381	430	401
ADCK5	5202	1	106	1077	304	196	598	1252	231	376	244	465	296	59	228	179	185	3	7	7	83	207	421	159
ADCY10	5803	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0
ADCY1	3979	0	30	0	0	0	0	1	0	0	0	5	0	0	0	0	7	0	0	1	0	0	34	0
ADCY2	3972	2	19	130	171	126	94	154	229	165	88	199	336	185	348	187	191	125	156	125	98	166	137	67
ADCY3	3973	0	54	233	1	69	77	97	248	203	262	172	399	284	431	188	207	25	16	12	25	27	81	0
ADCY4	4877	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY5	4499	1	87	193	124	651	469	499	333	1397	261	446	223	532	511	601	1031	19	34	22	554	1176	681	458
ADCY6	6214	0	12	45	94	280	47	74	75	100	20	44	47	5	126	6	26	7	13	15	5	38	124	1
ADCY7	6810	2	2689	2352	4669	4723	5608	6139	4041	6146	5435	3353	3071	1038	4690	479	1849	16	40	43	383	575	1381	1974
ADCY8	3868	235	5	37	0	0	28	0	0	0	0	0	0	9	7	14	4	13	26	10	2	12	0	0
ADCY9	13569	33	509	214	35	141	265	187	221	233	253	234	99	12	272	42	87	48	89	119	45	46	9	298
ADCYAP1	3083	306	173	189	149	178	154	271	250	229	71	126	149	210	76	143	90	46	79	47	239	246	191	100
ADCYAP1R1	6978	0	5	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	0	0
ADD1	4117	164	497	383	441	326	340	632	324	2136	670	782	924	821	1563	597	878	482	739	389	131	301	774	1194
ADD2	8839	16	13	82	82	93	5	52	151	0	106	250	139	41	142	183	138	13	27	23	84	108	172	82
ADD3	5265	2656	920	1308	504	450	570	705	448	248	569	690	501	624	1834	703	1185	6015	6158	4826	235	307	675	577
ADGB	6498	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	1	0	0	0	0
ADGRA1	3290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	19	0
ADGRA2	5762	0	22	3	18	31	40	57	35	311	41	21	28	37	45	13	12	6	2	6	2	25	4	21
ADGRA3	5334	0	116	113	383	130	171	307	87	779	460	292	372	199	635	116	228	874	874	610	52	115	80	236
ADGRB1	5742	0	0	5	0	36	0	24	0	0	0	25	0	0	0	0	0	0	0	1	0	7	0	0
ADGRB2	5359	0	51	2	236	196	63	58	99	89	34	27	25	8	42	14	33	0	1	4	5	17	0	24
ADGRB3	7162	0	3	50	0	7	31	43	66	13	15	15	39	54	29	21	22	131	119	142	29	24	1	89
ADGRD1	5443	0	29	0	182	173	53	21	101	0	46	72	37	62	47	31	48	3	2	3	22	4	10	0
ADGRD2	4751	0	1	0	0	138	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADGRE3	2614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	11	3	0	0	0	0
ADGRE5	6927	0	929	291	994	453	1034	1133	2058	275	1067	711	1136	391	1177	434	819	24	40	25	91	225	6	325
ADGRF1	6450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ADGRF2	6056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	4	0	0	5	0	0
ADGRF3	5308	0	0	0	0	0	0	0	0	0	0	0	37	58	14	0	13	0	2	3	2	12	0	0
ADGRF4	3224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF5	6345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG1	5017	1	127	103	489	437	507	542	117	224	360	192	356	251	701	419	492	1	5	3	106	174	448	361
ADGRG2	5430	0	181	0	96	41	8	148	83	0	102	64	81	156	112	113	92	43	50	27	35	66	89	15
ADGRG3	4839	742	165	263	431	171	353	148	209	168	404	349	202	102	213	124	202	2	7	12	171	159	36	194
ADGRG5	5209	961	103	167	215	0	66	159	111	318	35	2	32	134	42	76	32	0	4	1	24	12	4	0
ADGRG6	7455	0	4	0	0	0	0	1	0	0	0	0	7	2	30	0	5	20	25	12	3	11	4	19
ADGRG7	3128	0	0	38	0	0	0	14	48	0	0	3	52	0	15	43	18	80	49	51	0	11	2	5
ADGRL1	8188	0	37	99	59	34	97	125	83	108	33	54	40	18	59	54	19	0	4	7	14	32	14	43
ADGRL2	5310	0	33	30	3	113	13	153	5	1	23	75	136	194	84	34	60	296	325	196	41	70	1	0
ADGRL3	12436	0	0	0	0	10	46	18	18	0	6	23	6	10	52	1	11	96	91	77	15	6	13	21
ADGRL4	3625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	3	0	0	0	0
ADGRV1	19400	0	24	50	138	209	27	50	34	0	52	32	92	89	68	48	26	175	246	246	29	18	165	13
ADH1C	1449	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	1	7	13	0	20	0
ADH4	1607	0	0	32	0	0	0	0	0	0	0	1	13	0	0	0	6	192	61	75	0	0	0	0
ADH5	1466	1062	207	894	528	413	666	810	932	1069	1142	1672	1593	2118	1824	1897	1853	1633	1658	1496	412	329	306	49
ADH6	2918	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	6	1	3	3	5	0	0	0
ADH7	1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADHFE1	2124	1598	37	372	153	259	119	409	197	142	189	348	253	541	248	408	252	225	336	302	1526	1048	1015	747
ADI1	1107	1	561	673	445	703	552	790	1181	1435	644	689	623	813	591	843	934	387	399	342	1050	1090	553	215
ADIG	1713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ	3033	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0
ADIPOR1	2054	3	256	418	273	767	460	885	310	3519	707	906	884	1049	2052	1196	2150	380	565	534	989	2569	1858	2629
ADIPOR2	3807	353	1654	1214	1167	444	1479	1832	1181	1888	1403	761	1182	782	1942	955	2057	1294	1414	1032	701	1133	1162	2038
ADIRF	383	1732	629	818	555	1001	591	738	367	683	470	548	413	703	365	420	472	16	32	43	718	747	1718	1515
ADK	2151	0	40	174	108	171	72	219	134	401	323	346	424	731	426	589	616	409	446	409	309	327	220	131
ADM	1867	955	1486	1394	1457	1148	1150	2098	2599	1290	2110	2077	1872	1900	1710	1502	1463	258	289	237	679	414	510	547
ADM2	5520	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0	0	0
ADM5	1775	0	30	48	46	151	56	71	26	94	24	37	30	18	42	29	32	2	1	2	67	80	92	115
ADNCR	1729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADNP2	5526	4	295	45	170	46	74	141	107	25	158	99	67	88	196	11	45	112	217	208	12	27	21	68
ADNP	5828	0	0	0	0	4	0	0	33	1	2	9	33	10	11	0	7	86	102	77	8	13	1	14
ADO	4657	225	46	78	26	101	89	126	35	46	80	71	31	37	92	24	145	87	140	176	16	51	60	44
ADORA1	3429	0	0	125	0	235	85	189	171	6	272	123	19	245	141	63	163	9	8	7	133	39	31	64
ADORA2A	2740	0	0	0	0	34	42	0	3	0	19	0	0	0	8	7	14	0	0	1	0	2	19	83
ADORA2B	2200	0	832	1103	232	556	268	277	329	613	471	363	735	484	785	596	875	411	506	345	513	601	56	303
ADORA3	1717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ADPGK	3651	0	93	217	182	448	178	188	220	229	87	55	159	43	81	52	87	14	17	30	21	51	48	19
ADPRH	4718	0	0	0	0	1	0	33	0	0	39	42	18	0	5	0	5	3	2	2	0	0	0	0
ADPRHL1	1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ADPRHL2	1633	0	70	1	0	27	107	56	33	0	30	46	18	1	38	0	33	1	6	3	1	23	124	39
ADPRM	1475	0	0	0	88	0	31	10	48	0	53	28	36	9	16	30	42	243	153	176	47	31	10	6
ADRA1A	6105	0	0	0	0	2	23	36	0	0	17	0	21	0	2	16	7	0	0	0	3	0	0	8
ADRA1B	1733	0	0	0	0	0	0	0	0	0	9	0	11	0	0	0	3	0	0	0	0	0	0	0
ADRA1D	1704	626	33	291	230	34	171	231	364	0	373	138	182	397	173	396	221	11	29	28	269	232	98	67
ADRA2A	1359	0	0	0	0	0	0	0	0	0	0	0	1	7	6	0	1	0	0	0	0	1	0	0
ADRA2B	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2C	1993	0	2	34	9	0	40	30	0	0	29	19	11	10	23	0	18	0	0	0	13	16	0	0
ADRB1	1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0
ADRB2	2030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRB3	2074	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRM1	1408	3442	1651	2801	2005	2704	2338	2943	1171	5381	1726	2144	2200	2287	2750	2495	3783	90	147	125	2302	4822	1504	2249
ADSL	1560	583	2069	1487	1462	1533	1983	2620	2108	1655	2328	2646	2741	2579	2564	3581	3422	277	480	420	1840	1612	529	923
ADSS	2554	1106	71	585	204	424	152	177	125	51	237	142	253	146	307	93	146	571	769	794	50	122	271	176
ADSSL1	2279	0	2	4	0	5	15	19	9	0	6	17	16	2	6	6	2	1	2	0	7	3	0	95
ADTRP	3479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	8
AEBP1	4110	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
AEBP2	4413	48	14	155	67	122	31	32	40	117	106	95	129	107	166	81	180	364	331	354	80	148	195	1
AEN	3273	0	0	51	12	47	0	163	3	211	63	17	92	3	66	0	60	1	8	2	21	13	0	124
AES	1804	0	41	49	49	53	59	90	18	75	50	46	76	75	147	63	167	4	15	12	41	132	14	73
AFAP1	7897	0	43	39	40	31	17	53	6	87	39	53	96	116	101	121	106	24	35	21	57	43	78	41
AFAP1L1	4269	0	2	10	4	8	7	3	4	0	2	4	4	2	3	2	4	0	2	5	4	3	0	1
AFAP1L2	5910	389	261	213	201	119	292	166	194	60	189	244	95	228	375	174	208	180	226	278	176	127	60	331
AFDN	9426	3	175	58	24	115	112	90	43	257	59	67	104	106	225	50	136	450	545	626	46	83	136	162
AFF1	7918	90	133	189	195	139	183	305	163	125	308	198	329	314	482	263	347	122	222	125	291	304	191	328
AFF2	10461	0	0	0	0	72	37	0	71	0	1	0	12	32	46	10	23	25	42	19	5	5	0	0
AFF3	9276	0	42	20	19	55	85	58	85	79	127	219	63	163	202	92	163	78	75	98	82	114	92	60
AFF4	9646	8	3	0	0	0	20	3	18	0	69	35	30	62	15	3	14	49	98	22	1	4	0	11
AFG1L	2545	126	30	57	86	51	39	101	90	44	40	27	69	68	118	55	81	169	159	137	229	191	787	485
AFG3L2	2926	1360	1858	2894	1704	2542	1735	1755	1098	1828	1305	1476	1830	1549	3817	761	2061	783	1296	1376	288	752	801	2141
AFM	5430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	3744	1	4	0	0	37	32	18	41	0	1	0	11	21	6	25	14	0	0	0	17	21	73	3
AFP	2036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFTPH	4260	0	120	2	64	228	20	0	1	54	58	136	159	41	96	0	33	458	514	421	19	24	186	12
AGA	2067	0	61	0	43	0	57	26	1	0	38	9	83	104	62	91	94	17	55	31	39	15	6	0
AGAP1	4230	640	776	689	844	877	810	1113	916	1742	796	890	990	1070	948	807	1072	78	103	94	616	818	801	765
AGAP2	7065	0	299	193	254	254	121	124	130	282	218	142	243	78	145	85	216	9	11	8	143	187	76	356
AGAP3	3421	4	634	1783	1137	2040	1976	3056	398	3914	1412	1799	744	664	1566	1010	1095	20	35	26	347	413	1128	730
AGBL1	6331	0	0	0	7	0	0	0	1	0	5	9	12	9	8	14	11	0	3	1	7	0	0	41
AGBL2	4971	609	491	963	1278	339	665	458	353	295	1243	553	948	316	1499	313	398	554	553	545	40	147	471	810
AGBL3	4879	0	0	0	0	1	0	0	0	0	0	0	6	14	1	0	2	3	2	3	0	6	0	0
AGBL4	3198	0	13	68	98	143	13	11	81	0	51	166	51	193	67	50	82	31	16	30	56	38	22	2
AGBL5	5591	0	1	125	70	70	181	167	119	1	294	135	142	88	339	222	395	8	8	15	81	36	57	28
AGER	1945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	0
AGFG1	9499	430	612	702	424	676	861	1114	322	1845	996	1342	1568	1587	4099	1094	2417	756	903	838	248	415	912	394
AGFG2	2492	0	42	43	144	38	196	134	48	359	115	101	109	56	166	58	155	20	57	38	40	97	98	33
AGGF1	7981	0	119	147	143	185	94	113	82	126	108	32	60	105	95	57	69	389	362	313	33	64	19	80
AGK	2900	2435	2340	2665	1475	965	1191	1024	638	447	1378	799	1361	1242	2025	1011	1607	1462	1740	1087	481	711	1080	894
AGL	8066	0	21	41	35	34	25	16	16	86	11	55	20	43	28	29	28	64	70	64	17	62	0	15
AGMAT	3927	1953	1114	1058	1387	1403	1230	1178	2397	1733	2255	1948	3163	2423	3184	2620	2988	862	769	688	1102	1226	1083	789
AGMO	2093	0	0	0	0	0	10	0	0	0	8	0	21	27	7	7	4	23	19	16	3	6	0	11
AGO1	10543	0	70	148	3	9	272	17	0	1	70	42	24	205	137	77	125	62	92	61	36	3	13	135
AGO2	2563	37	40	609	69	429	90	413	12	187	290	271	122	315	878	140	467	55	112	67	154	56	358	326
AGO3	16420	0	0	59	23	63	40	12	0	0	161	128	79	99	209	89	116	51	66	54	57	41	3	50
AGO4	6676	0	0	0	0	0	0	0	0	0	0	27	0	0	15	0	8	2	15	5	14	1	0	37
AGPAT1	5522	1639	379	409	347	518	694	582	200	870	344	541	394	295	598	349	603	17	21	28	192	166	161	628
AGPAT2	1430	0	0	2	0	0	0	4	0	1	0	0	0	5	2	3	4	0	0	0	1	4	0	3
AGPAT3	1429	0	47	192	141	141	48	209	86	664	138	195	138	271	390	289	363	43	76	72	172	246	266	142
AGPAT4	2254	0	12	39	0	0	13	45	0	0	14	6	16	0	0	4	7	1	4	1	2	4	37	0
AGPAT5	3787	0	35	16	12	52	32	6	0	118	71	13	61	12	55	14	52	38	76	81	5	27	115	26
AGPS	3868	205	212	226	41	119	136	231	60	323	168	111	141	231	403	90	190	1157	1493	1423	42	81	265	132
AGR2	1100	0	0	14	0	0	6	27	0	130	3	42	0	33	14	19	11	44	41	25	47	35	0	0
AGR3	745	0	0	6	16	0	16	5	27	0	9	4	11	2	3	5	9	14	5	17	6	0	5	0
AGRN	7750	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	2	12	4	3	13	0	0
AGRP	1870	0	42	44	31	82	11	26	33	163	16	22	6	15	10	4	18	8	8	15	12	27	43	130
AGT	1656	0	0	32	160	0	28	0	0	0	11	28	4	27	43	32	18	3	0	0	8	9	0	0
AGTPBP1	4600	48	4	164	0	4	19	185	10	0	73	5	34	43	49	0	31	430	408	318	17	21	4	21
AGTR1	3088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
AGTR2	3189	0	0	0	0	0	0	7	2	0	0	2	0	1	0	2	4	0	0	0	2	0	0	0
AGTRAP	1176	712	1150	1706	1892	1283	1013	1790	1596	1560	885	952	594	1141	580	908	789	48	67	96	1432	1972	557	965
AGXT	1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGXT2	1848	0	0	23	19	2	56	113	162	0	50	22	74	242	115	165	162	20	21	17	78	93	70	49
AHCTF1	9137	3	90	150	14	11	77	3	126	9	96	106	43	25	78	16	29	775	827	707	30	29	141	3
AHCY	2128	15	459	721	885	1044	513	1202	978	542	1034	902	501	1254	1132	686	944	31	74	91	131	161	580	139
AHCYL1	3916	0	137	125	5	14	41	36	17	30	56	45	69	95	122	6	112	91	125	157	40	49	23	52
AHCYL2	5588	27	1031	1205	670	1202	1187	825	1737	2534	2014	2547	2514	3136	4664	1409	2063	735	1051	744	486	524	602	405
AHDC1	6695	0	0	0	0	0	2	0	0	0	0	0	0	1	2	1	0	0	0	0	1	1	0	0
AHI1	5413	81	86	77	301	158	61	10	71	132	172	163	161	83	118	81	48	643	638	622	72	67	78	40
AHNAK	18873	0	0	0	0	0	0	4	0	0	0	0	5	6	3	0	1	5	13	10	0	1	19	0
AHNAK2	17950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3	0
AHR	3011	0	190	483	297	387	145	103	273	26	499	569	898	809	1370	598	642	1824	1557	1131	91	87	164	135
AHRR	1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AHSA1	1332	1272	8235	4621	8262	5897	7186	4937	3586	5397	5124	4319	5521	4243	3926	4294	5197	13151	12096	11237	6023	9420	3840	4997
AHSA2	1888	48	55	176	55	67	3	49	62	10	65	97	94	46	85	130	75	91	103	100	27	62	10	23
AHSG	1458	0	0	59	76	109	0	0	0	0	8	1	0	0	0	0	0	15	42	26	0	4	0	0
AHSP	1903	0	0	0	0	0	3	0	2	0	0	1	0	0	3	0	4	0	0	0	3	6	6	38
AICDA	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
AIDA	1385	241	23	63	21	25	24	1	6	58	38	25	47	38	53	27	40	30	35	44	26	27	48	5
AIF1	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIF1L	3290	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	3	2	10	5	4	0	42	0
AIFM1	2360	185	209	502	136	249	240	178	168	266	249	967	890	872	1165	720	936	197	307	244	116	120	106	62
AIFM2	6752	0	0	0	0	76	0	0	0	0	0	0	20	0	0	26	0	3	15	9	0	6	0	0
AIFM3	3511	5	4	0	2	11	73	14	0	0	19	0	11	6	11	0	2	0	1	1	22	6	0	0
AIG1	3684	0	40	52	61	55	27	18	25	0	5	33	15	32	16	28	42	25	25	29	29	26	10	86
AIM2	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIMP1	1092	0	66	173	150	192	74	54	37	15	149	187	236	398	275	369	342	828	930	971	272	85	142	13
AIMP2	1179	1805	2602	2250	2504	2703	3206	3629	4685	1766	2456	2238	1774	2311	1738	2113	2599	316	456	330	2523	3281	1692	1700
AIP	1252	1386	196	495	493	764	292	738	283	561	292	560	287	620	295	456	479	34	44	32	337	421	238	308
AIPL1	987	0	0	0	0	11	2	11	0	22	1	8	3	12	3	3	1	1	1	0	7	2	1	12
AIRE	2254	0	1	1	0	0	0	23	0	0	10	0	7	0	4	5	1	0	0	0	0	2	0	11
AIRN	892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJAP1	1446	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AJM1	5303	0	67	17	46	109	61	105	2	220	60	43	76	33	73	28	83	0	2	1	23	63	129	148
AJUBA	2951	0	518	608	729	580	580	628	581	334	705	693	755	455	841	796	714	147	180	180	522	510	652	866
AK1	2571	292	33	82	45	122	57	73	12	35	22	20	30	20	41	69	78	1	4	0	45	64	37	37
AK2	1914	2	668	1619	939	1136	914	2266	1114	3439	1316	2309	1881	3077	2479	2676	2491	628	856	677	1265	1452	845	602
AK3	3867	0	1	48	2	20	59	18	27	0	69	15	129	67	75	68	63	139	149	162	92	60	137	94
